TIMESTAMP;RECORD;BattV_Avg;PTemp_C_Avg;VW_Avg(1);PA_uS_Avg(1);VW_Avg(2);PA_uS_Avg(2);VW_Avg(3);PA_uS_Avg(3);VW_Avg(4);PA_uS_Avg(4);VW_Avg(5);PA_uS_Avg(5);VW_Avg(6);PA_uS_Avg(6);VW_Avg(7);PA_uS_Avg(7);VW_Avg(8);PA_uS_Avg(8);VW_Avg(9);PA_uS_Avg(9);VW_Avg(10);PA_uS_Avg(10);VW_Avg(11);PA_uS_Avg(11);VW_Avg(12);PA_uS_Avg(12);VW_Avg(13);PA_uS_Avg(13);VW_Avg(14);PA_uS_Avg(14);VW_Avg(15);PA_uS_Avg(15);VW_Avg(16);PA_uS_Avg(16);VW_Avg(17);PA_uS_Avg(17);VW_Avg(18);PA_uS_Avg(18);VW_Avg(19);PA_uS_Avg(19);VW_Avg(20);PA_uS_Avg(20);BattV_Max;BattV_TMx;PTemp_C_Max;PTemp_C_TMx;VW_Max(1);VW_TMx(1);PA_uS_Max(1);PA_uS_TMx(1);VW_Max(2);VW_TMx(2);PA_uS_Max(2);PA_uS_TMx(2);VW_Max(3);VW_TMx(3);PA_uS_Max(3);PA_uS_TMx(3);VW_Max(4);VW_TMx(4);PA_uS_Max(4);PA_uS_TMx(4);VW_Max(5);VW_TMx(5);PA_uS_Max(5);PA_uS_TMx(5);VW_Max(6);VW_TMx(6);PA_uS_Max(6);PA_uS_TMx(6);VW_Max(7);VW_TMx(7);PA_uS_Max(7);PA_uS_TMx(7);VW_Max(8);VW_TMx(8);PA_uS_Max(8);PA_uS_TMx(8);VW_Max(9);VW_TMx(9);PA_uS_Max(9);PA_uS_TMx(9);VW_Max(10);VW_TMx(10);PA_uS_Max(10);PA_uS_TMx(10);VW_Max(11);VW_TMx(11);PA_uS_Max(11);PA_uS_TMx(11);VW_Max(12);VW_TMx(12);PA_uS_Max(12);PA_uS_TMx(12);VW_Max(13);VW_TMx(13);PA_uS_Max(13);PA_uS_TMx(13);VW_Max(14);VW_TMx(14);PA_uS_Max(14);PA_uS_TMx(14);VW_Max(15);VW_TMx(15);PA_uS_Max(15);PA_uS_TMx(15);VW_Max(16);VW_TMx(16);PA_uS_Max(16);PA_uS_TMx(16);VW_Max(17);VW_TMx(17);PA_uS_Max(17);PA_uS_TMx(17);VW_Max(18);VW_TMx(18);PA_uS_Max(18);PA_uS_TMx(18);VW_Max(19);VW_TMx(19);PA_uS_Max(19);PA_uS_TMx(19);VW_Max(20);VW_TMx(20);PA_uS_Max(20);PA_uS_TMx(20);BattV_Min;BattV_TMn;PTemp_C_Min;PTemp_C_TMn;VW_Min(1);VW_TMn(1);PA_uS_Min(1);PA_uS_TMn(1);VW_Min(2);VW_TMn(2);PA_uS_Min(2);PA_uS_TMn(2);VW_Min(3);VW_TMn(3);PA_uS_Min(3);PA_uS_TMn(3);VW_Min(4);VW_TMn(4);PA_uS_Min(4);PA_uS_TMn(4);VW_Min(5);VW_TMn(5);PA_uS_Min(5);PA_uS_TMn(5);VW_Min(6);VW_TMn(6);PA_uS_Min(6);PA_uS_TMn(6);VW_Min(7);VW_TMn(7);PA_uS_Min(7);PA_uS_TMn(7);VW_Min(8);VW_TMn(8);PA_uS_Min(8);PA_uS_TMn(8);VW_Min(9);VW_TMn(9);PA_uS_Min(9);PA_uS_TMn(9);VW_Min(10);VW_TMn(10);PA_uS_Min(10);PA_uS_TMn(10);VW_Min(11);VW_TMn(11);PA_uS_Min(11);PA_uS_TMn(11);VW_Min(12);VW_TMn(12);PA_uS_Min(12);PA_uS_TMn(12);VW_Min(13);VW_TMn(13);PA_uS_Min(13);PA_uS_TMn(13);VW_Min(14);VW_TMn(14);PA_uS_Min(14);PA_uS_TMn(14);VW_Min(15);VW_TMn(15);PA_uS_Min(15);PA_uS_TMn(15);VW_Min(16);VW_TMn(16);PA_uS_Min(16);PA_uS_TMn(16);VW_Min(17);VW_TMn(17);PA_uS_Min(17);PA_uS_TMn(17);VW_Min(18);VW_TMn(18);PA_uS_Min(18);PA_uS_TMn(18);VW_Min(19);VW_TMn(19);PA_uS_Min(19);PA_uS_TMn(19);VW_Min(20);VW_TMn(20);PA_uS_Min(20);PA_uS_TMn(20)
2/10/2022 7:00;562;12.69;13.77;0.298;27.76;0.284;27.33;NAN;NAN;0.294;27.63;0.402;30.76;NAN;NAN;0.284;27.32;0.319;28.4;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.69;2/10/2022 6:33;13.87;2/10/2022 6:31;0.298;2/10/2022 6:48;27.76;2/10/2022 6:48;0.284;2/10/2022 6:31;27.33;2/10/2022 6:31;NAN;00:03.3;NAN;00:03.3;0.294;2/10/2022 6:44;27.64;2/10/2022 6:44;0.402;2/10/2022 6:31;30.76;2/10/2022 6:31;NAN;00:03.3;NAN;00:03.3;0.284;2/10/2022 6:53;27.33;2/10/2022 6:53;0.319;2/10/2022 6:31;28.4;2/10/2022 6:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.68;2/10/2022 7:00;13.66;2/10/2022 7:00;0.298;2/10/2022 6:31;27.75;2/10/2022 6:31;0.284;2/10/2022 6:37;27.32;2/10/2022 6:37;NAN;00:03.3;NAN;00:03.3;0.294;2/10/2022 6:31;27.62;2/10/2022 6:31;0.402;2/10/2022 6:33;30.75;2/10/2022 6:33;NAN;00:03.3;NAN;00:03.3;0.284;2/10/2022 6:31;27.32;2/10/2022 6:31;0.319;2/10/2022 6:32;28.39;2/10/2022 6:32;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 7:30;563;12.68;13.61;0.298;27.76;0.284;27.33;NAN;NAN;0.295;27.65;0.402;30.76;NAN;NAN;0.284;27.33;0.319;28.4;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.68;2/10/2022 7:02;13.66;2/10/2022 7:01;0.298;2/10/2022 7:01;27.76;2/10/2022 7:01;0.285;2/10/2022 7:26;27.34;2/10/2022 7:26;NAN;00:03.3;NAN;00:03.3;0.295;2/10/2022 7:13;27.66;2/10/2022 7:13;0.402;2/10/2022 7:01;30.76;2/10/2022 7:01;NAN;00:03.3;NAN;00:03.3;0.285;2/10/2022 7:22;27.34;2/10/2022 7:22;0.32;2/10/2022 7:20;28.42;2/10/2022 7:20;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.67;2/10/2022 7:30;13.56;2/10/2022 7:29;0.298;2/10/2022 7:02;27.75;2/10/2022 7:02;0.284;2/10/2022 7:05;27.32;2/10/2022 7:05;NAN;00:03.3;NAN;00:03.3;0.294;2/10/2022 7:01;27.64;2/10/2022 7:01;0.402;2/10/2022 7:01;30.76;2/10/2022 7:01;NAN;00:03.3;NAN;00:03.3;0.284;2/10/2022 7:09;27.32;2/10/2022 7:09;0.319;2/10/2022 7:01;28.4;2/10/2022 7:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 8:00;564;12.66;13.54;0.298;27.76;0.284;27.33;NAN;NAN;0.295;27.66;0.402;30.76;NAN;NAN;0.285;27.34;0.32;28.41;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.67;2/10/2022 7:31;13.56;2/10/2022 7:31;0.299;2/10/2022 8:00;27.78;2/10/2022 8:00;0.285;2/10/2022 7:43;27.34;2/10/2022 7:43;NAN;00:03.3;NAN;00:03.3;0.296;2/10/2022 7:58;27.68;2/10/2022 7:58;0.403;2/10/2022 7:48;30.78;2/10/2022 7:48;NAN;00:03.3;NAN;00:03.3;0.285;2/10/2022 7:41;27.34;2/10/2022 7:41;0.32;2/10/2022 7:32;28.42;2/10/2022 7:32;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.66;2/10/2022 7:58;13.49;2/10/2022 7:58;0.298;2/10/2022 7:31;27.75;2/10/2022 7:31;0.284;2/10/2022 7:31;27.33;2/10/2022 7:31;NAN;00:03.3;NAN;00:03.3;0.295;2/10/2022 7:31;27.66;2/10/2022 7:31;0.402;2/10/2022 7:31;30.76;2/10/2022 7:31;NAN;00:03.3;NAN;00:03.3;0.284;2/10/2022 7:31;27.33;2/10/2022 7:31;0.319;2/10/2022 7:31;28.4;2/10/2022 7:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 8:30;565;12.65;13.46;0.298;27.76;0.285;27.34;NAN;NAN;0.296;27.69;0.402;30.76;NAN;NAN;0.285;27.36;0.32;28.41;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.66;2/10/2022 8:01;13.52;2/10/2022 8:01;0.298;2/10/2022 8:01;27.76;2/10/2022 8:01;0.285;2/10/2022 8:04;27.34;2/10/2022 8:04;NAN;00:03.3;NAN;00:03.3;0.296;2/10/2022 8:14;27.7;2/10/2022 8:14;0.403;2/10/2022 8:06;30.78;2/10/2022 8:06;NAN;00:03.3;NAN;00:03.3;0.286;2/10/2022 8:21;27.37;2/10/2022 8:21;0.32;2/10/2022 8:29;28.43;2/10/2022 8:29;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.64;2/10/2022 8:27;13.42;2/10/2022 8:25;0.298;2/10/2022 8:01;27.76;2/10/2022 8:01;0.284;2/10/2022 8:01;27.33;2/10/2022 8:01;NAN;00:03.3;NAN;00:03.3;0.295;2/10/2022 8:06;27.67;2/10/2022 8:06;0.402;2/10/2022 8:01;30.76;2/10/2022 8:01;NAN;00:03.3;NAN;00:03.3;0.285;2/10/2022 8:01;27.34;2/10/2022 8:01;0.319;2/10/2022 8:03;28.4;2/10/2022 8:03;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 9:00;566;12.65;13.4;0.299;27.77;0.285;27.34;NAN;NAN;0.296;27.7;0.402;30.76;NAN;NAN;0.286;27.37;0.32;28.42;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.66;2/10/2022 9:00;13.45;2/10/2022 8:32;0.299;2/10/2022 8:41;27.78;2/10/2022 8:41;0.285;2/10/2022 8:31;27.34;2/10/2022 8:31;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 8:35;27.71;2/10/2022 8:35;0.403;2/10/2022 8:32;30.78;2/10/2022 8:32;NAN;00:03.3;NAN;00:03.3;0.286;2/10/2022 8:52;27.38;2/10/2022 8:52;0.32;2/10/2022 8:33;28.43;2/10/2022 8:33;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.64;2/10/2022 8:45;13.38;2/10/2022 8:48;0.298;2/10/2022 8:31;27.76;2/10/2022 8:31;0.284;2/10/2022 8:34;27.33;2/10/2022 8:34;NAN;00:03.3;NAN;00:03.3;0.296;2/10/2022 8:31;27.7;2/10/2022 8:31;0.402;2/10/2022 8:31;30.76;2/10/2022 8:31;NAN;00:03.3;NAN;00:03.3;0.285;2/10/2022 8:40;27.36;2/10/2022 8:40;0.32;2/10/2022 8:31;28.42;2/10/2022 8:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 9:30;567;12.7;13.36;0.299;27.78;0.285;27.35;NAN;NAN;0.297;27.72;0.402;30.76;NAN;NAN;0.286;27.38;0.32;28.43;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;12.74;2/10/2022 9:30;13.38;2/10/2022 9:01;0.299;2/10/2022 9:20;27.79;2/10/2022 9:20;0.285;2/10/2022 9:02;27.36;2/10/2022 9:02;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 9:07;27.72;2/10/2022 9:07;0.403;2/10/2022 9:29;30.78;2/10/2022 9:29;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 9:26;27.4;2/10/2022 9:26;0.321;2/10/2022 9:25;28.44;2/10/2022 9:25;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.66;2/10/2022 9:01;13.33;2/10/2022 9:24;0.299;2/10/2022 9:01;27.78;2/10/2022 9:01;0.285;2/10/2022 9:01;27.34;2/10/2022 9:01;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 9:01;27.71;2/10/2022 9:01;0.402;2/10/2022 9:01;30.76;2/10/2022 9:01;NAN;00:03.3;NAN;00:03.3;0.286;2/10/2022 9:01;27.37;2/10/2022 9:01;0.32;2/10/2022 9:02;28.42;2/10/2022 9:02;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 10:00;568;13;13.41;0.299;27.79;0.285;27.35;NAN;NAN;0.297;27.73;0.403;30.77;NAN;NAN;0.287;27.4;0.321;28.43;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.35;2/10/2022 10:00;13.56;2/10/2022 10:00;0.299;2/10/2022 9:31;27.79;2/10/2022 9:31;0.286;2/10/2022 10:00;27.37;2/10/2022 10:00;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 9:37;27.74;2/10/2022 9:37;0.403;2/10/2022 9:38;30.78;2/10/2022 9:38;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 9:57;27.41;2/10/2022 9:57;0.321;2/10/2022 9:37;28.44;2/10/2022 9:37;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;12.75;2/10/2022 9:31;13.33;2/10/2022 9:31;0.299;2/10/2022 9:34;27.78;2/10/2022 9:34;0.285;2/10/2022 9:33;27.34;2/10/2022 9:33;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 9:31;27.71;2/10/2022 9:31;0.402;2/10/2022 9:31;30.76;2/10/2022 9:31;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 9:31;27.4;2/10/2022 9:31;0.32;2/10/2022 9:31;28.43;2/10/2022 9:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 10:30;569;13.4;13.75;0.299;27.79;0.285;27.36;NAN;NAN;0.298;27.74;0.403;30.77;NAN;NAN;0.287;27.41;0.321;28.44;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.48;2/10/2022 10:28;13.9;2/10/2022 10:30;0.3;2/10/2022 10:20;27.8;2/10/2022 10:20;0.286;2/10/2022 10:01;27.37;2/10/2022 10:01;NAN;00:03.3;NAN;00:03.3;0.298;2/10/2022 10:25;27.75;2/10/2022 10:25;0.403;2/10/2022 10:01;30.78;2/10/2022 10:01;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 10:02;27.41;2/10/2022 10:02;0.321;2/10/2022 10:18;28.46;2/10/2022 10:18;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.33;2/10/2022 10:07;13.56;2/10/2022 10:01;0.299;2/10/2022 10:03;27.78;2/10/2022 10:03;0.285;2/10/2022 10:02;27.36;2/10/2022 10:02;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 10:01;27.74;2/10/2022 10:01;0.402;2/10/2022 10:05;30.76;2/10/2022 10:05;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 10:01;27.4;2/10/2022 10:01;0.32;2/10/2022 10:08;28.43;2/10/2022 10:08;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 11:00;570;13.53;14;0.299;27.79;0.286;27.37;NAN;NAN;0.298;27.75;0.403;30.77;NAN;NAN;0.287;27.41;0.321;28.45;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.57;2/10/2022 10:45;14.09;2/10/2022 10:58;0.3;2/10/2022 10:33;27.8;2/10/2022 10:33;0.286;2/10/2022 10:32;27.37;2/10/2022 10:32;NAN;00:03.3;NAN;00:03.3;0.298;2/10/2022 10:32;27.75;2/10/2022 10:32;0.403;2/10/2022 10:31;30.78;2/10/2022 10:31;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 10:32;27.41;2/10/2022 10:32;0.321;2/10/2022 10:31;28.46;2/10/2022 10:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.48;2/10/2022 11:00;13.9;2/10/2022 10:31;0.299;2/10/2022 10:31;27.79;2/10/2022 10:31;0.285;2/10/2022 10:31;27.36;2/10/2022 10:31;NAN;00:03.3;NAN;00:03.3;0.297;2/10/2022 10:31;27.74;2/10/2022 10:31;0.402;2/10/2022 10:33;30.76;2/10/2022 10:33;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 10:31;27.4;2/10/2022 10:31;0.321;2/10/2022 10:32;28.44;2/10/2022 10:32;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
2/10/2022 11:30;571;13.44;14.09;0.3;27.8;0.286;27.37;NAN;NAN;0.298;27.75;0.403;30.78;NAN;NAN;0.287;27.41;0.321;28.46;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.48;2/10/2022 11:13;14.11;2/10/2022 11:14;0.3;2/10/2022 11:01;27.8;2/10/2022 11:01;0.286;2/10/2022 11:03;27.38;2/10/2022 11:03;NAN;00:03.3;NAN;00:03.3;0.298;2/10/2022 11:06;27.76;2/10/2022 11:06;0.403;2/10/2022 11:01;30.78;2/10/2022 11:01;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 11:01;27.41;2/10/2022 11:01;0.322;2/10/2022 11:20;28.47;2/10/2022 11:20;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.4;2/10/2022 11:29;14.06;2/10/2022 11:30;0.299;2/10/2022 11:02;27.79;2/10/2022 11:02;0.286;2/10/2022 11:01;27.37;2/10/2022 11:01;NAN;00:03.3;NAN;00:03.3;0.298;2/10/2022 11:01;27.75;2/10/2022 11:01;0.403;2/10/2022 11:01;30.78;2/10/2022 11:01;NAN;00:03.3;NAN;00:03.3;0.287;2/10/2022 11:01;27.41;2/10/2022 11:01;0.321;2/10/2022 11:02;28.44;2/10/2022 11:02;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
