TIMESTAMP;RECORD;BattV_Avg;PTemp_C_Avg;VW_Avg(1);PA_uS_Avg(1);VW_Avg(2);PA_uS_Avg(2);VW_Avg(3);PA_uS_Avg(3);VW_Avg(4);PA_uS_Avg(4);VW_Avg(5);PA_uS_Avg(5);VW_Avg(6);PA_uS_Avg(6);VW_Avg(7);PA_uS_Avg(7);VW_Avg(8);PA_uS_Avg(8);VW_Avg(9);PA_uS_Avg(9);VW_Avg(10);PA_uS_Avg(10);VW_Avg(11);PA_uS_Avg(11);VW_Avg(12);PA_uS_Avg(12);VW_Avg(13);PA_uS_Avg(13);VW_Avg(14);PA_uS_Avg(14);VW_Avg(15);PA_uS_Avg(15);VW_Avg(16);PA_uS_Avg(16);VW_Avg(17);PA_uS_Avg(17);VW_Avg(18);PA_uS_Avg(18);VW_Avg(19);PA_uS_Avg(19);VW_Avg(20);PA_uS_Avg(20);BattV_Max;BattV_TMx;PTemp_C_Max;PTemp_C_TMx;VW_Max(1);VW_TMx(1);PA_uS_Max(1);PA_uS_TMx(1);VW_Max(2);VW_TMx(2);PA_uS_Max(2);PA_uS_TMx(2);VW_Max(3);VW_TMx(3);PA_uS_Max(3);PA_uS_TMx(3);VW_Max(4);VW_TMx(4);PA_uS_Max(4);PA_uS_TMx(4);VW_Max(5);VW_TMx(5);PA_uS_Max(5);PA_uS_TMx(5);VW_Max(6);VW_TMx(6);PA_uS_Max(6);PA_uS_TMx(6);VW_Max(7);VW_TMx(7);PA_uS_Max(7);PA_uS_TMx(7);VW_Max(8);VW_TMx(8);PA_uS_Max(8);PA_uS_TMx(8);VW_Max(9);VW_TMx(9);PA_uS_Max(9);PA_uS_TMx(9);VW_Max(10);VW_TMx(10);PA_uS_Max(10);PA_uS_TMx(10);VW_Max(11);VW_TMx(11);PA_uS_Max(11);PA_uS_TMx(11);VW_Max(12);VW_TMx(12);PA_uS_Max(12);PA_uS_TMx(12);VW_Max(13);VW_TMx(13);PA_uS_Max(13);PA_uS_TMx(13);VW_Max(14);VW_TMx(14);PA_uS_Max(14);PA_uS_TMx(14);VW_Max(15);VW_TMx(15);PA_uS_Max(15);PA_uS_TMx(15);VW_Max(16);VW_TMx(16);PA_uS_Max(16);PA_uS_TMx(16);VW_Max(17);VW_TMx(17);PA_uS_Max(17);PA_uS_TMx(17);VW_Max(18);VW_TMx(18);PA_uS_Max(18);PA_uS_TMx(18);VW_Max(19);VW_TMx(19);PA_uS_Max(19);PA_uS_TMx(19);VW_Max(20);VW_TMx(20);PA_uS_Max(20);PA_uS_TMx(20);BattV_Min;BattV_TMn;PTemp_C_Min;PTemp_C_TMn;VW_Min(1);VW_TMn(1);PA_uS_Min(1);PA_uS_TMn(1);VW_Min(2);VW_TMn(2);PA_uS_Min(2);PA_uS_TMn(2);VW_Min(3);VW_TMn(3);PA_uS_Min(3);PA_uS_TMn(3);VW_Min(4);VW_TMn(4);PA_uS_Min(4);PA_uS_TMn(4);VW_Min(5);VW_TMn(5);PA_uS_Min(5);PA_uS_TMn(5);VW_Min(6);VW_TMn(6);PA_uS_Min(6);PA_uS_TMn(6);VW_Min(7);VW_TMn(7);PA_uS_Min(7);PA_uS_TMn(7);VW_Min(8);VW_TMn(8);PA_uS_Min(8);PA_uS_TMn(8);VW_Min(9);VW_TMn(9);PA_uS_Min(9);PA_uS_TMn(9);VW_Min(10);VW_TMn(10);PA_uS_Min(10);PA_uS_TMn(10);VW_Min(11);VW_TMn(11);PA_uS_Min(11);PA_uS_TMn(11);VW_Min(12);VW_TMn(12);PA_uS_Min(12);PA_uS_TMn(12);VW_Min(13);VW_TMn(13);PA_uS_Min(13);PA_uS_TMn(13);VW_Min(14);VW_TMn(14);PA_uS_Min(14);PA_uS_TMn(14);VW_Min(15);VW_TMn(15);PA_uS_Min(15);PA_uS_TMn(15);VW_Min(16);VW_TMn(16);PA_uS_Min(16);PA_uS_TMn(16);VW_Min(17);VW_TMn(17);PA_uS_Min(17);PA_uS_TMn(17);VW_Min(18);VW_TMn(18);PA_uS_Min(18);PA_uS_TMn(18);VW_Min(19);VW_TMn(19);PA_uS_Min(19);PA_uS_TMn(19);VW_Min(20);VW_TMn(20);PA_uS_Min(20);PA_uS_TMn(20)
9/10/2022 14:30;913;13.69;16.3;0.351;29.32;0.277;27.11;NAN;NAN;0.268;26.8;0.403;30.77;NAN;NAN;0.264;26.7;0.311;28.16;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.74;9/10/2022 14:24;16.59;9/10/2022 14:30;0.351;9/10/2022 14:03;29.32;9/10/2022 14:03;0.277;9/10/2022 14:01;27.11;9/10/2022 14:01;NAN;00:03.3;NAN;00:03.3;0.268;9/10/2022 14:01;26.8;9/10/2022 14:01;0.403;9/10/2022 14:02;30.78;9/10/2022 14:02;NAN;00:03.3;NAN;00:03.3;0.265;9/10/2022 14:01;26.71;9/10/2022 14:01;0.312;9/10/2022 14:21;28.17;9/10/2022 14:21;0.962;9/10/2022 14:08;43.09;9/10/2022 14:08;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 14:23;16.04;9/10/2022 14:01;0.35;9/10/2022 14:01;29.31;9/10/2022 14:01;0.277;9/10/2022 14:08;27.1;9/10/2022 14:08;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 14:02;26.79;9/10/2022 14:02;0.402;9/10/2022 14:01;30.76;9/10/2022 14:01;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 14:04;26.69;9/10/2022 14:04;0.311;9/10/2022 14:01;28.16;9/10/2022 14:01;0.311;9/10/2022 14:14;28.16;9/10/2022 14:14;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 15:00;914;13.69;16.83;0.351;29.32;0.277;27.11;NAN;NAN;0.267;26.79;0.403;30.78;NAN;NAN;0.264;26.69;0.311;28.16;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.71;9/10/2022 14:35;17.06;9/10/2022 15:00;0.351;9/10/2022 14:32;29.32;9/10/2022 14:32;0.277;9/10/2022 14:32;27.11;9/10/2022 14:32;NAN;00:03.3;NAN;00:03.3;0.268;9/10/2022 14:33;26.8;9/10/2022 14:33;0.403;9/10/2022 14:31;30.79;9/10/2022 14:31;NAN;00:03.3;NAN;00:03.3;0.265;9/10/2022 14:47;26.72;9/10/2022 14:47;0.312;9/10/2022 14:33;28.17;9/10/2022 14:33;0.796;9/10/2022 14:40;39.88;9/10/2022 14:40;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 14:48;16.59;9/10/2022 14:31;0.35;9/10/2022 14:31;29.31;9/10/2022 14:31;0.277;9/10/2022 14:31;27.1;9/10/2022 14:31;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 14:39;26.77;9/10/2022 14:39;0.403;9/10/2022 14:32;30.78;9/10/2022 14:32;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 14:44;26.68;9/10/2022 14:44;0.311;9/10/2022 14:31;28.16;9/10/2022 14:31;0.314;9/10/2022 14:38;28.24;9/10/2022 14:38;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 15:30;915;13.69;17.36;0.351;29.32;0.277;27.1;NAN;NAN;0.267;26.79;0.403;30.78;NAN;NAN;0.264;26.69;0.311;28.16;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.7;9/10/2022 15:11;17.62;9/10/2022 15:28;0.351;9/10/2022 15:05;29.32;9/10/2022 15:05;0.277;9/10/2022 15:07;27.11;9/10/2022 15:07;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 15:01;26.79;9/10/2022 15:01;0.403;9/10/2022 15:02;30.79;9/10/2022 15:02;0.406;9/10/2022 15:30;30.86;9/10/2022 15:30;0.264;9/10/2022 15:01;26.69;9/10/2022 15:01;0.312;9/10/2022 15:13;28.17;9/10/2022 15:13;0.795;9/10/2022 15:14;39.86;9/10/2022 15:14;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 15:04;17.09;9/10/2022 15:01;0.35;9/10/2022 15:01;29.31;9/10/2022 15:01;0.277;9/10/2022 15:01;27.1;9/10/2022 15:01;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 15:28;26.77;9/10/2022 15:28;0.403;9/10/2022 15:01;30.78;9/10/2022 15:01;0.406;9/10/2022 15:30;30.86;9/10/2022 15:30;0.264;9/10/2022 15:02;26.68;9/10/2022 15:02;0.311;9/10/2022 15:01;28.16;9/10/2022 15:01;0.314;9/10/2022 15:17;28.24;9/10/2022 15:17;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 16:00;916;13.7;17.85;0.351;29.31;0.277;27.11;NAN;NAN;0.267;26.78;0.403;30.78;NAN;NAN;0.264;26.68;0.311;28.16;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.7;9/10/2022 15:59;18.07;9/10/2022 15:59;0.351;9/10/2022 15:31;29.32;9/10/2022 15:31;0.277;9/10/2022 15:33;27.11;9/10/2022 15:33;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 15:31;26.79;9/10/2022 15:31;0.403;9/10/2022 15:34;30.79;9/10/2022 15:34;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 15:31;26.69;9/10/2022 15:31;0.312;9/10/2022 15:36;28.17;9/10/2022 15:36;0.644;9/10/2022 15:47;36.66;9/10/2022 15:47;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 15:51;17.64;9/10/2022 15:31;0.35;9/10/2022 15:32;29.31;9/10/2022 15:32;0.277;9/10/2022 15:31;27.1;9/10/2022 15:31;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 15:33;26.77;9/10/2022 15:33;0.403;9/10/2022 15:31;30.78;9/10/2022 15:31;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 15:33;26.68;9/10/2022 15:33;0.311;9/10/2022 15:54;28.14;9/10/2022 15:54;0.314;9/10/2022 15:53;28.23;9/10/2022 15:53;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 16:30;917;13.7;18.21;0.35;29.31;0.277;27.1;NAN;NAN;0.267;26.77;0.403;30.78;NAN;NAN;0.264;26.68;0.311;28.15;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.72;9/10/2022 16:09;18.35;9/10/2022 16:30;0.351;9/10/2022 16:21;29.32;9/10/2022 16:21;0.277;9/10/2022 16:01;27.11;9/10/2022 16:01;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 16:20;26.79;9/10/2022 16:20;0.403;9/10/2022 16:06;30.79;9/10/2022 16:06;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 16:11;26.69;9/10/2022 16:11;0.311;9/10/2022 16:01;28.16;9/10/2022 16:01;0.776;9/10/2022 16:14;39.48;9/10/2022 16:14;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 16:02;18.1;9/10/2022 16:01;0.35;9/10/2022 16:01;29.31;9/10/2022 16:01;0.277;9/10/2022 16:03;27.1;9/10/2022 16:03;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 16:01;26.77;9/10/2022 16:01;0.403;9/10/2022 16:01;30.78;9/10/2022 16:01;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 16:01;26.68;9/10/2022 16:01;0.311;9/10/2022 16:02;28.14;9/10/2022 16:02;0.315;9/10/2022 16:07;28.28;9/10/2022 16:07;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 17:00;918;13.7;18.57;0.35;29.31;0.277;27.1;NAN;NAN;0.267;26.77;0.403;30.78;NAN;NAN;0.264;26.67;0.311;28.15;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.71;9/10/2022 16:50;18.74;9/10/2022 17:00;0.351;9/10/2022 16:33;29.32;9/10/2022 16:33;0.277;9/10/2022 16:53;27.11;9/10/2022 16:53;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 16:32;26.79;9/10/2022 16:32;0.403;9/10/2022 16:31;30.79;9/10/2022 16:31;NAN;00:03.3;NAN;00:03.3;0.264;9/10/2022 16:31;26.68;9/10/2022 16:31;0.311;9/10/2022 16:31;28.16;9/10/2022 16:31;0.644;9/10/2022 16:31;36.66;9/10/2022 16:31;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 16:37;18.35;9/10/2022 16:31;0.35;9/10/2022 16:31;29.31;9/10/2022 16:31;0.277;9/10/2022 16:31;27.1;9/10/2022 16:31;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 16:33;26.76;9/10/2022 16:33;0.403;9/10/2022 16:32;30.78;9/10/2022 16:32;NAN;00:03.3;NAN;00:03.3;0.263;9/10/2022 16:32;26.67;9/10/2022 16:32;0.311;9/10/2022 16:32;28.14;9/10/2022 16:32;0.313;9/10/2022 16:43;28.21;9/10/2022 16:43;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 17:30;919;13.7;18.77;0.35;29.31;0.277;27.1;NAN;NAN;0.267;26.77;0.403;30.78;NAN;NAN;0.263;26.67;0.311;28.15;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.73;9/10/2022 17:28;18.79;9/10/2022 17:10;0.351;9/10/2022 17:01;29.32;9/10/2022 17:01;0.277;9/10/2022 17:01;27.1;9/10/2022 17:01;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 17:05;26.77;9/10/2022 17:05;0.403;9/10/2022 17:04;30.79;9/10/2022 17:04;NAN;00:03.3;NAN;00:03.3;0.263;9/10/2022 17:01;26.67;9/10/2022 17:01;0.311;9/10/2022 17:01;28.16;9/10/2022 17:01;0.316;9/10/2022 17:04;28.31;9/10/2022 17:04;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 17:17;18.74;9/10/2022 17:01;0.35;9/10/2022 17:02;29.31;9/10/2022 17:02;0.277;9/10/2022 17:13;27.09;9/10/2022 17:13;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 17:01;26.76;9/10/2022 17:01;0.403;9/10/2022 17:01;30.78;9/10/2022 17:01;NAN;00:03.3;NAN;00:03.3;0.263;9/10/2022 17:30;26.65;9/10/2022 17:30;0.311;9/10/2022 17:02;28.14;9/10/2022 17:02;0.313;9/10/2022 17:02;28.21;9/10/2022 17:02;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 18:00;920;13.7;18.62;0.35;29.31;0.277;27.1;NAN;NAN;0.266;26.76;0.403;30.78;NAN;NAN;0.263;26.66;0.311;28.14;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.73;9/10/2022 17:50;18.74;9/10/2022 17:31;0.351;9/10/2022 17:36;29.32;9/10/2022 17:36;0.277;9/10/2022 17:31;27.1;9/10/2022 17:31;NAN;00:03.3;NAN;00:03.3;0.267;9/10/2022 17:34;26.77;9/10/2022 17:34;0.403;9/10/2022 17:35;30.79;9/10/2022 17:35;NAN;00:03.3;NAN;00:03.3;0.263;9/10/2022 17:31;26.67;9/10/2022 17:31;0.311;9/10/2022 17:31;28.14;9/10/2022 17:31;0.643;9/10/2022 17:36;36.65;9/10/2022 17:36;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 17:36;18.48;9/10/2022 17:59;0.35;9/10/2022 17:31;29.31;9/10/2022 17:31;0.277;9/10/2022 17:43;27.09;9/10/2022 17:43;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 17:31;26.76;9/10/2022 17:31;0.403;9/10/2022 17:31;30.78;9/10/2022 17:31;NAN;00:03.3;NAN;00:03.3;0.263;9/10/2022 17:43;26.64;9/10/2022 17:43;0.31;9/10/2022 17:57;28.13;9/10/2022 17:57;0.643;9/10/2022 17:36;36.65;9/10/2022 17:36;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 18:30;921;13.7;18.17;0.351;29.31;0.277;27.1;NAN;NAN;0.266;26.75;0.403;30.78;NAN;NAN;0.263;26.65;0.311;28.14;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.71;9/10/2022 18:07;18.46;9/10/2022 18:01;0.351;9/10/2022 18:04;29.32;9/10/2022 18:04;0.277;9/10/2022 18:01;27.1;9/10/2022 18:01;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 18:02;26.76;9/10/2022 18:02;0.403;9/10/2022 18:02;30.79;9/10/2022 18:02;0.403;9/10/2022 18:25;30.79;9/10/2022 18:25;0.263;9/10/2022 18:07;26.67;9/10/2022 18:07;0.311;9/10/2022 18:01;28.14;9/10/2022 18:01;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.69;9/10/2022 18:19;17.79;9/10/2022 18:30;0.35;9/10/2022 18:01;29.31;9/10/2022 18:01;0.277;9/10/2022 18:11;27.09;9/10/2022 18:11;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 18:01;26.75;9/10/2022 18:01;0.403;9/10/2022 18:01;30.78;9/10/2022 18:01;0.403;9/10/2022 18:25;30.79;9/10/2022 18:25;0.263;9/10/2022 18:01;26.65;9/10/2022 18:01;0.31;9/10/2022 18:07;28.13;9/10/2022 18:07;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
9/10/2022 19:00;922;13.6;16.95;0.351;29.32;0.277;27.09;NAN;NAN;0.266;26.75;0.403;30.78;NAN;NAN;0.263;26.65;0.311;28.14;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;NAN;13.73;9/10/2022 18:38;17.74;9/10/2022 18:31;0.351;9/10/2022 18:31;29.32;9/10/2022 18:31;0.277;9/10/2022 18:32;27.1;9/10/2022 18:32;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 18:33;26.76;9/10/2022 18:33;0.403;9/10/2022 18:33;30.79;9/10/2022 18:33;0.507;9/10/2022 18:34;33.47;9/10/2022 18:34;0.263;9/10/2022 18:31;26.65;9/10/2022 18:31;0.311;9/10/2022 18:31;28.14;9/10/2022 18:31;0.522;9/10/2022 18:45;33.83;9/10/2022 18:45;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;13.39;9/10/2022 19:00;15.9;9/10/2022 19:00;0.35;9/10/2022 18:32;29.31;9/10/2022 18:32;0.277;9/10/2022 18:31;27.09;9/10/2022 18:31;NAN;00:03.3;NAN;00:03.3;0.266;9/10/2022 18:31;26.75;9/10/2022 18:31;0.403;9/10/2022 18:31;30.78;9/10/2022 18:31;0.507;9/10/2022 18:34;33.47;9/10/2022 18:34;0.263;9/10/2022 18:31;26.65;9/10/2022 18:31;0.31;9/10/2022 18:32;28.13;9/10/2022 18:32;0.522;9/10/2022 18:45;33.83;9/10/2022 18:45;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3;NAN;00:03.3
